"Estado","Ano","Tipo","Rango.edades","Valor"
"Mexico","2008","General","Mayor.a.65",442
"Michoacan","2008","General","Mayor.a.65",1705
"Morelos ","2008","General","Mayor.a.65",1783
"Nayarit ","2008","General","Mayor.a.65",1003
"Nuevo Leon","2008","General","Mayor.a.65",9
"Oaxaca ","2008","General","Mayor.a.65",575
"Puebla ","2008","General","Mayor.a.65",1392
"Queretaro","2008","General","Mayor.a.65",199
"Quintana Roo ","2008","General","Mayor.a.65",4
"San Luis Potosi","2008","General","Mayor.a.65",25
"Sinaloa ","2008","General","Mayor.a.65",569
"Sonora ","2008","General","Mayor.a.65",188
"Tabasco ","2008","General","Mayor.a.65",2
"Tamaulipas ","2008","General","Mayor.a.65",12
"Tlaxcala ","2008","General","Mayor.a.65",1
"Veracruz ","2008","General","Mayor.a.65",13
"Yucatan","2008","General","Mayor.a.65",1
"Zacatecas ","2008","General","Mayor.a.65",343
"Aguascalientes ","2009","General","Mayor.a.65",116
"Baja California ","2009","General","Mayor.a.65",12
"Baja California Sur","2009","General","Mayor.a.65",7
"Campeche ","2009","General","Mayor.a.65",5
"Coahuila ","2009","General","Mayor.a.65",1
"Colima ","2009","General","Mayor.a.65",508
"Chiapas ","2009","General","Mayor.a.65",24
"Chihuahua ","2009","General","Mayor.a.65",15
"Distrito Federal ","2009","General","Mayor.a.65",14
"Durango ","2009","General","Mayor.a.65",321
"Guanajuato ","2009","General","Mayor.a.65",1253
"Guerrero ","2009","General","Mayor.a.65",3172
"Hidalgo ","2009","General","Mayor.a.65",15
"Jalisco ","2009","General","Mayor.a.65",3361
"Mexico","2009","General","Mayor.a.65",491
"Michoacan","2009","General","Mayor.a.65",1912
"Morelos ","2009","General","Mayor.a.65",2087
"Nayarit ","2009","General","Mayor.a.65",1018
"Nuevo Leon","2009","General","Mayor.a.65",9
"Oaxaca ","2009","General","Mayor.a.65",608
"Puebla ","2009","General","Mayor.a.65",1343
"Queretaro","2009","General","Mayor.a.65",163
"Quintana Roo ","2009","General","Mayor.a.65",8
"San Luis Potosi","2009","General","Mayor.a.65",21
"Sinaloa ","2009","General","Mayor.a.65",644
"Sonora ","2009","General","Mayor.a.65",238
"Tabasco ","2009","General","Mayor.a.65",4
"Tamaulipas ","2009","General","Mayor.a.65",11
"Tlaxcala ","2009","General","Mayor.a.65",5
"Veracruz ","2009","General","Mayor.a.65",22
"Yucatan","2009","General","Mayor.a.65",3
"Zacatecas ","2009","General","Mayor.a.65",317
"Aguascalientes ","2010","General","Mayor.a.65",129
"Baja California ","2010","General","Mayor.a.65",4
"Baja California Sur","2010","General","Mayor.a.65",3
"Campeche ","2010","General","Mayor.a.65",9
"Coahuila ","2010","General","Mayor.a.65",3
"Colima ","2010","General","Mayor.a.65",647
"Chiapas ","2010","General","Mayor.a.65",27
"Chihuahua ","2010","General","Mayor.a.65",23
"Distrito Federal ","2010","General","Mayor.a.65",16
"Durango ","2010","General","Mayor.a.65",379
"Guanajuato ","2010","General","Mayor.a.65",1383
"Guerrero ","2010","General","Mayor.a.65",3007
"Hidalgo ","2010","General","Mayor.a.65",14
"Jalisco ","2010","General","Mayor.a.65",3216
"Mexico","2010","General","Mayor.a.65",436
"Michoacan","2010","General","Mayor.a.65",1787
"Morelos ","2010","General","Mayor.a.65",1895
"Nayarit ","2010","General","Mayor.a.65",819
"Nuevo Leon","2010","General","Mayor.a.65",4
"Oaxaca ","2010","General","Mayor.a.65",573
"Puebla ","2010","General","Mayor.a.65",1437
"Queretaro","2010","General","Mayor.a.65",241
"Quintana Roo ","2010","General","Mayor.a.65",2
"San Luis Potosi","2010","General","Mayor.a.65",16
"Sinaloa ","2010","General","Mayor.a.65",608
"Sonora ","2010","General","Mayor.a.65",232
"Tabasco ","2010","General","Mayor.a.65",2
"Tamaulipas ","2010","General","Mayor.a.65",9
"Tlaxcala ","2010","General","Mayor.a.65",2
"Veracruz ","2010","General","Mayor.a.65",21
"Yucatan","2010","General","Mayor.a.65",3
"Zacatecas ","2010","General","Mayor.a.65",336
"Aguascalientes ","2011","General","Mayor.a.65",136
"Baja California ","2011","General","Mayor.a.65",2
"Baja California Sur","2011","General","Mayor.a.65",2
"Campeche ","2011","General","Mayor.a.65",1
"Coahuila ","2011","General","Mayor.a.65",4
"Colima ","2011","General","Mayor.a.65",653
"Chiapas ","2011","General","Mayor.a.65",32
"Chihuahua ","2011","General","Mayor.a.65",17
"Distrito Federal ","2011","General","Mayor.a.65",25
"Durango ","2011","General","Mayor.a.65",440
"Guanajuato ","2011","General","Mayor.a.65",1392
"Guerrero ","2011","General","Mayor.a.65",3274
"Hidalgo ","2011","General","Mayor.a.65",15
"Jalisco ","2011","General","Mayor.a.65",2957
"Mexico","2011","General","Mayor.a.65",505
"Michoacan","2011","General","Mayor.a.65",1634
"Morelos ","2011","General","Mayor.a.65",2193
"Nayarit ","2011","General","Mayor.a.65",867
"Nuevo Leon","2011","General","Mayor.a.65",6
"Oaxaca ","2011","General","Mayor.a.65",534
"Puebla ","2011","General","Mayor.a.65",1359
"Queretaro","2011","General","Mayor.a.65",266
"Quintana Roo ","2011","General","Mayor.a.65",9
"San Luis Potosi","2011","General","Mayor.a.65",19
"Sinaloa ","2011","General","Mayor.a.65",644
"Sonora ","2011","General","Mayor.a.65",264
"Tabasco ","2011","General","Mayor.a.65",3
"Tamaulipas ","2011","General","Mayor.a.65",16
"Tlaxcala ","2011","General","Mayor.a.65",5
"Veracruz ","2011","General","Mayor.a.65",23
"Yucatan","2011","General","Mayor.a.65",8
"Zacatecas ","2011","General","Mayor.a.65",310
"Aguascalientes ","2012","General","Mayor.a.65",140
"Baja California ","2012","General","Mayor.a.65",2
"Baja California Sur","2012","General","Mayor.a.65",4
"Campeche ","2012","General","Mayor.a.65",14
"Coahuila ","2012","General","Mayor.a.65",0
"Colima ","2012","General","Mayor.a.65",743
"Chiapas ","2012","General","Mayor.a.65",22
"Chihuahua ","2012","General","Mayor.a.65",25
"Distrito Federal ","2012","General","Mayor.a.65",12
"Durango ","2012","General","Mayor.a.65",420
"Guanajuato ","2012","General","Mayor.a.65",1745
"Guerrero ","2012","General","Mayor.a.65",3619
"Hidalgo ","2012","General","Mayor.a.65",18
"Jalisco ","2012","General","Mayor.a.65",2999
"Mexico","2012","General","Mayor.a.65",554
"Michoacan","2012","General","Mayor.a.65",1802
"Morelos ","2012","General","Mayor.a.65",1821
"Nayarit ","2012","General","Mayor.a.65",1066
"Nuevo Leon","2012","General","Mayor.a.65",8
"Oaxaca ","2012","General","Mayor.a.65",574
"Puebla ","2012","General","Mayor.a.65",1367
"Queretaro","2012","General","Mayor.a.65",301
"Quintana Roo ","2012","General","Mayor.a.65",4
"San Luis Potosi","2012","General","Mayor.a.65",49
"Sinaloa ","2012","General","Mayor.a.65",807
"Sonora ","2012","General","Mayor.a.65",295
"Tabasco ","2012","General","Mayor.a.65",0
"Tamaulipas ","2012","General","Mayor.a.65",39
"Tlaxcala ","2012","General","Mayor.a.65",4
"Veracruz ","2012","General","Mayor.a.65",22
"Yucatan","2012","General","Mayor.a.65",2
"Zacatecas ","2012","General","Mayor.a.65",321
"Aguascalientes ","2013","General","Mayor.a.65",134
"Baja California ","2013","General","Mayor.a.65",2
"Baja California Sur","2013","General","Mayor.a.65",0
"Campeche ","2013","General","Mayor.a.65",6
"Coahuila ","2013","General","Mayor.a.65",7
"Colima ","2013","General","Mayor.a.65",676
"Chiapas ","2013","General","Mayor.a.65",24
"Chihuahua ","2013","General","Mayor.a.65",17
"Distrito Federal ","2013","General","Mayor.a.65",21
"Durango ","2013","General","Mayor.a.65",602
"Guanajuato ","2013","General","Mayor.a.65",1802
"Guerrero ","2013","General","Mayor.a.65",4108
"Hidalgo ","2013","General","Mayor.a.65",10
"Jalisco ","2013","General","Mayor.a.65",3284
"Mexico","2013","General","Mayor.a.65",651
"Michoacan","2013","General","Mayor.a.65",1908
"Morelos ","2013","General","Mayor.a.65",2151
"Nayarit ","2013","General","Mayor.a.65",1118
"Nuevo Leon","2013","General","Mayor.a.65",12
"Oaxaca ","2013","General","Mayor.a.65",572
"Puebla ","2013","General","Mayor.a.65",1165
"Queretaro","2013","General","Mayor.a.65",329
"Quintana Roo ","2013","General","Mayor.a.65",6
"San Luis Potosi","2013","General","Mayor.a.65",35
"Sinaloa ","2013","General","Mayor.a.65",711
"Sonora ","2013","General","Mayor.a.65",298
"Tabasco ","2013","General","Mayor.a.65",1
"Tamaulipas ","2013","General","Mayor.a.65",36
"Tlaxcala ","2013","General","Mayor.a.65",3
"Veracruz ","2013","General","Mayor.a.65",14
"Yucatan","2013","General","Mayor.a.65",4
"Zacatecas ","2013","General","Mayor.a.65",362
"Aguascalientes ","2003","General","Ign",0
"Baja California ","2003","General","Ign",0
"Baja California Sur","2003","General","Ign",0
"Campeche ","2003","General","Ign",0
"Coahuila ","2003","General","Ign",0
"Colima ","2003","General","Ign",33
"Chiapas ","2003","General","Ign",0
"Chihuahua ","2003","General","Ign",1
"Distrito Federal ","2003","General","Ign",0
"Durango ","2003","General","Ign",5
"Guanajuato ","2003","General","Ign",141
"Guerrero ","2003","General","Ign",17
"Hidalgo ","2003","General","Ign",0
"Jalisco ","2003","General","Ign",50
"Mexico","2003","General","Ign",2
"Michoacan","2003","General","Ign",23
"Morelos ","2003","General","Ign",55
"Nayarit ","2003","General","Ign",10
"Nuevo Leon","2003","General","Ign",0
"Oaxaca ","2003","General","Ign",4
"Puebla ","2003","General","Ign",6
"Queretaro","2003","General","Ign",3
"Quintana Roo ","2003","General","Ign",1
"San Luis Potosi","2003","General","Ign",0
"Sinaloa ","2003","General","Ign",13
"Sonora ","2003","General","Ign",0
"Tabasco ","2003","General","Ign",0
"Tamaulipas ","2003","General","Ign",126
"Tlaxcala ","2003","General","Ign",0
"Veracruz ","2003","General","Ign",0
"Yucatan","2003","General","Ign",0
"Zacatecas ","2003","General","Ign",5
"Aguascalientes ","2004","General","Ign",1
"Baja California ","2004","General","Ign",0
"Baja California Sur","2004","General","Ign",0
"Campeche ","2004","General","Ign",0
"Coahuila ","2004","General","Ign",0
"Colima ","2004","General","Ign",29
"Chiapas ","2004","General","Ign",0
"Chihuahua ","2004","General","Ign",0
"Distrito Federal ","2004","General","Ign",0
"Durango ","2004","General","Ign",2
"Guanajuato ","2004","General","Ign",17
"Guerrero ","2004","General","Ign",30
"Hidalgo ","2004","General","Ign",1
"Jalisco ","2004","General","Ign",142
"Mexico","2004","General","Ign",6
"Michoacan","2004","General","Ign",134
"Morelos ","2004","General","Ign",29
"Nayarit ","2004","General","Ign",116
"Nuevo Leon","2004","General","Ign",54
"Oaxaca ","2004","General","Ign",6
"Puebla ","2004","General","Ign",344
"Queretaro","2004","General","Ign",1
"Quintana Roo ","2004","General","Ign",0
"San Luis Potosi","2004","General","Ign",1
"Sinaloa ","2004","General","Ign",6
"Sonora ","2004","General","Ign",4
"Tabasco ","2004","General","Ign",0
"Tamaulipas ","2004","General","Ign",94
"Tlaxcala ","2004","General","Ign",0
"Veracruz ","2004","General","Ign",1
"Yucatan","2004","General","Ign",0
"Zacatecas ","2004","General","Ign",4
"Aguascalientes ","2005","General","Ign",0
"Baja California ","2005","General","Ign",0
"Baja California Sur","2005","General","Ign",0
"Campeche ","2005","General","Ign",0
"Coahuila ","2005","General","Ign",0
"Colima ","2005","General","Ign",29
"Chiapas ","2005","General","Ign",0
"Chihuahua ","2005","General","Ign",0
"Distrito Federal ","2005","General","Ign",1
"Durango ","2005","General","Ign",0
"Guanajuato ","2005","General","Ign",13
"Guerrero ","2005","General","Ign",31
"Hidalgo ","2005","General","Ign",0
"Jalisco ","2005","General","Ign",44
"Mexico","2005","General","Ign",2
"Michoacan","2005","General","Ign",15
"Morelos ","2005","General","Ign",45
"Nayarit ","2005","General","Ign",131
"Nuevo Leon","2005","General","Ign",0
"Oaxaca ","2005","General","Ign",7
"Puebla ","2005","General","Ign",5
"Queretaro","2005","General","Ign",0
"Quintana Roo ","2005","General","Ign",0
"San Luis Potosi","2005","General","Ign",1
"Sinaloa ","2005","General","Ign",6
"Sonora ","2005","General","Ign",0
"Tabasco ","2005","General","Ign",0
"Tamaulipas ","2005","General","Ign",2
"Tlaxcala ","2005","General","Ign",0
"Veracruz ","2005","General","Ign",0
"Yucatan","2005","General","Ign",0
"Zacatecas ","2005","General","Ign",0
"Aguascalientes ","2006","General","Ign",0
"Baja California ","2006","General","Ign",0
"Baja California Sur","2006","General","Ign",0
"Campeche ","2006","General","Ign",0
"Coahuila ","2006","General","Ign",0
"Colima ","2006","General","Ign",32
"Chiapas ","2006","General","Ign",1
"Chihuahua ","2006","General","Ign",0
"Distrito Federal ","2006","General","Ign",0
"Durango ","2006","General","Ign",10
"Guanajuato ","2006","General","Ign",6
"Guerrero ","2006","General","Ign",125
"Hidalgo ","2006","General","Ign",0
"Jalisco ","2006","General","Ign",100
"Mexico","2006","General","Ign",3
"Michoacan","2006","General","Ign",15
"Morelos ","2006","General","Ign",89
"Nayarit ","2006","General","Ign",3
"Nuevo Leon","2006","General","Ign",0
"Oaxaca ","2006","General","Ign",9
"Puebla ","2006","General","Ign",7
"Queretaro","2006","General","Ign",0
"Quintana Roo ","2006","General","Ign",1
"San Luis Potosi","2006","General","Ign",2
"Sinaloa ","2006","General","Ign",130
"Sonora ","2006","General","Ign",2
"Tabasco ","2006","General","Ign",0
"Tamaulipas ","2006","General","Ign",0
"Tlaxcala ","2006","General","Ign",0
"Veracruz ","2006","General","Ign",1
"Yucatan","2006","General","Ign",0
"Zacatecas ","2006","General","Ign",5
"Aguascalientes ","2007","General","Ign",0
"Baja California ","2007","General","Ign",1
"Baja California Sur","2007","General","Ign",0
"Campeche ","2007","General","Ign",0
"Coahuila ","2007","General","Ign",0
"Colima ","2007","General","Ign",18
"Chiapas ","2007","General","Ign",0
"Chihuahua ","2007","General","Ign",0
"Distrito Federal ","2007","General","Ign",0
"Durango ","2007","General","Ign",4
"Guanajuato ","2007","General","Ign",15
"Guerrero ","2007","General","Ign",86
"Hidalgo ","2007","General","Ign",0
"Jalisco ","2007","General","Ign",84
"Mexico","2007","General","Ign",1
"Michoacan","2007","General","Ign",16
"Morelos ","2007","General","Ign",33
"Nayarit ","2007","General","Ign",6
"Nuevo Leon","2007","General","Ign",0
"Oaxaca ","2007","General","Ign",4
"Puebla ","2007","General","Ign",35
"Queretaro","2007","General","Ign",0
"Quintana Roo ","2007","General","Ign",0
"San Luis Potosi","2007","General","Ign",0
"Sinaloa ","2007","General","Ign",10
"Sonora ","2007","General","Ign",2
"Tabasco ","2007","General","Ign",1
"Tamaulipas ","2007","General","Ign",0
"Tlaxcala ","2007","General","Ign",1
"Veracruz ","2007","General","Ign",0
"Yucatan","2007","General","Ign",0
"Zacatecas ","2007","General","Ign",1
"Aguascalientes ","2008","General","Ign",0
"Baja California ","2008","General","Ign",0
"Baja California Sur","2008","General","Ign",0
"Campeche ","2008","General","Ign",0
"Coahuila ","2008","General","Ign",0
"Colima ","2008","General","Ign",13
"Chiapas ","2008","General","Ign",0
"Chihuahua ","2008","General","Ign",10
"Distrito Federal ","2008","General","Ign",1
"Durango ","2008","General","Ign",0
"Guanajuato ","2008","General","Ign",7
"Guerrero ","2008","General","Ign",16
"Hidalgo ","2008","General","Ign",0
"Jalisco ","2008","General","Ign",68
"Mexico","2008","General","Ign",3
"Michoacan","2008","General","Ign",137
"Morelos ","2008","General","Ign",16
"Nayarit ","2008","General","Ign",3
"Nuevo Leon","2008","General","Ign",0
"Oaxaca ","2008","General","Ign",3
"Puebla ","2008","General","Ign",3
"Queretaro","2008","General","Ign",0
"Quintana Roo ","2008","General","Ign",0
"San Luis Potosi","2008","General","Ign",0
"Sinaloa ","2008","General","Ign",1
"Sonora ","2008","General","Ign",3
"Tabasco ","2008","General","Ign",0
"Tamaulipas ","2008","General","Ign",0
"Tlaxcala ","2008","General","Ign",0
"Veracruz ","2008","General","Ign",0
"Yucatan","2008","General","Ign",0
"Zacatecas ","2008","General","Ign",5
"Aguascalientes ","2009","General","Ign",0
"Baja California ","2009","General","Ign",0
"Baja California Sur","2009","General","Ign",0
"Campeche ","2009","General","Ign",0
"Coahuila ","2009","General","Ign",0
"Colima ","2009","General","Ign",7
"Chiapas ","2009","General","Ign",0
"Chihuahua ","2009","General","Ign",1
"Distrito Federal ","2009","General","Ign",0
"Durango ","2009","General","Ign",0
"Guanajuato ","2009","General","Ign",0
"Guerrero ","2009","General","Ign",60
"Hidalgo ","2009","General","Ign",0
"Jalisco ","2009","General","Ign",86
"Mexico","2009","General","Ign",2
"Michoacan","2009","General","Ign",9
"Morelos ","2009","General","Ign",43
"Nayarit ","2009","General","Ign",128
"Nuevo Leon","2009","General","Ign",0
"Oaxaca ","2009","General","Ign",6
"Puebla ","2009","General","Ign",2
"Queretaro","2009","General","Ign",0
"Quintana Roo ","2009","General","Ign",0
"San Luis Potosi","2009","General","Ign",0
"Sinaloa ","2009","General","Ign",4
"Sonora ","2009","General","Ign",140
"Tabasco ","2009","General","Ign",0
"Tamaulipas ","2009","General","Ign",3
"Tlaxcala ","2009","General","Ign",0
"Veracruz ","2009","General","Ign",0
"Yucatan","2009","General","Ign",0
"Zacatecas ","2009","General","Ign",10
"Aguascalientes ","2010","General","Ign",0
"Baja California ","2010","General","Ign",0
"Baja California Sur","2010","General","Ign",0
"Campeche ","2010","General","Ign",1
"Coahuila ","2010","General","Ign",1
"Colima ","2010","General","Ign",20
"Chiapas ","2010","General","Ign",0
"Chihuahua ","2010","General","Ign",0
"Distrito Federal ","2010","General","Ign",0
"Durango ","2010","General","Ign",0
"Guanajuato ","2010","General","Ign",0
"Guerrero ","2010","General","Ign",45
"Hidalgo ","2010","General","Ign",0
"Jalisco ","2010","General","Ign",130
"Mexico","2010","General","Ign",9
"Michoacan","2010","General","Ign",25
"Morelos ","2010","General","Ign",80
"Nayarit ","2010","General","Ign",3
"Nuevo Leon","2010","General","Ign",0
"Oaxaca ","2010","General","Ign",4
"Puebla ","2010","General","Ign",32
"Queretaro","2010","General","Ign",0
"Quintana Roo ","2010","General","Ign",0
"San Luis Potosi","2010","General","Ign",0
"Sinaloa ","2010","General","Ign",2
"Sonora ","2010","General","Ign",3
"Tabasco ","2010","General","Ign",0
"Tamaulipas ","2010","General","Ign",0
"Tlaxcala ","2010","General","Ign",0
"Veracruz ","2010","General","Ign",0
"Yucatan","2010","General","Ign",0
"Zacatecas ","2010","General","Ign",9
"Aguascalientes ","2011","General","Ign",0
"Baja California ","2011","General","Ign",0
"Baja California Sur","2011","General","Ign",0
"Campeche ","2011","General","Ign",0
